geneid	txid	sym	strand	utr5.len	cds.len	utr3.len	Tx.len
ENSG00000171931	ENST00000395665	FBXW10	+	221	3159	51	3431
ENSG00000130487	ENST00000395676	KLHDC7B	+	134	1785	1072	2991
ENSG00000197930	ENST00000395686	ERO1A	-	224	1407	3654	5285
ENSG00000164051	ENST00000395694	CCDC51	-	86	1236	238	1560
ENSG00000104447	ENST00000395715	TRPS1	-	578	3885	5527	9990
ENSG00000139926	ENST00000395718	FRMD6	+	285	1845	2698	4828
ENSG00000128165	ENST00000395738	ADM2	+	292	447	3537	4276
ENSG00000174808	ENST00000395743	BTC	-	361	537	1918	2816
ENSG00000100239	ENST00000395744	PPP6R2	+	367	2799	127	3293
ENSG00000109321	ENST00000395748	AREG	+	212	759	269	1240
ENSG00000163738	ENST00000395759	MTHFD2L	+	27	1044	1283	2354
ENSG00000163739	ENST00000395761	CXCL1	+	67	324	706	1097
ENSG00000077238	ENST00000395762	IL4R	+	259	2478	948	3685
ENSG00000133027	ENST00000395783	PEMT	-	180	600	228	1008
ENSG00000149089	ENST00000395787	APIP	-	215	729	422	1366
ENSG00000081051	ENST00000395792	AFP	+	100	1830	554	2484
ENSG00000169740	ENST00000395797	ZNF32	-	189	822	190	1201
ENSG00000090905	ENST00000395799	TNRC6A	+	129	5889	2420	8438
ENSG00000198915	ENST00000395809	RASGEF1A	-	2507	1446	151	4104
ENSG00000141040	ENST00000395824	ZNF287	-	618	2286	469	3373
ENSG00000135363	ENST00000395833	LMO2	-	430	477	780	1687
ENSG00000100490	ENST00000395834	CDKL1	-	28	1077	670	1775
ENSG00000101146	ENST00000395841	RAE1	+	420	1107	1112	2639
ENSG00000085063	ENST00000395850	CD59	-	76	387	1426	1889
ENSG00000155097	ENST00000395862	ATP6V1C1	+	159	1149	4304	5612
ENSG00000101144	ENST00000395863	BMP7	-	506	1296	2211	4013
ENSG00000198105	ENST00000395867	ZNF248	-	551	1740	2850	5141
ENSG00000160808	ENST00000395869	MYL3	-	52	588	372	1012
ENSG00000103353	ENST00000395878	UBFD1	+	381	930	3799	5110
ENSG00000106603	ENST00000395879	COA1	-	1682	441	325	2448
ENSG00000120498	ENST00000395889	TEX11	-	156	2823	154	3133
ENSG00000002746	ENST00000395891	HECW1	+	605	4821	4075	9501
ENSG00000163827	ENST00000395905	LRRC2	-	393	1116	3591	5100
ENSG00000104490	ENST00000395923	NCALD	-	460	582	2766	3808
ENSG00000106571	ENST00000395925	GLI3	-	85	4743	3380	8208
ENSG00000125409	ENST00000395930	TEKT3	-	187	1473	125	1785
ENSG00000204427	ENST00000395952	ABHD16A	-	163	1677	263	2103
ENSG00000164924	ENST00000395957	YWHAZ	-	342	738	4168	5248
ENSG00000064787	ENST00000395961	BCAS1	-	167	1755	1381	3303
ENSG00000113391	ENST00000395965	FAM172A	-	143	1251	2918	4312
ENSG00000118307	ENST00000395987	CASC1	-	66	2169	128	2363
ENSG00000148942	ENST00000396005	SLC5A12	-	310	1857	4083	6250
ENSG00000182257	ENST00000396008	PRR34	-	51	417	2349	2817
ENSG00000101096	ENST00000396009	NFATC2	-	220	2778	4439	7437
ENSG00000182718	ENST00000396024	ANXA2	-	160	1020	496	1676
ENSG00000125846	ENST00000396026	ZNF133	+	577	1962	178	2717
ENSG00000101126	ENST00000396029	ADNP	-	595	3309	2357	6261
ENSG00000150093	ENST00000396033	ITGB1	-	136	2397	1251	3784
ENSG00000111728	ENST00000396037	ST8SIA1	-	482	1071	8161	9714
ENSG00000114978	ENST00000396049	MOB1A	-	194	651	4040	4885
ENSG00000102897	ENST00000396052	LYRM1	+	400	369	890	1659
ENSG00000169981	ENST00000396056	ZNF35	+	235	1584	842	2661
ENSG00000171956	ENST00000396057	FOXB1	+	479	978	1500	2957
ENSG00000186448	ENST00000396058	ZNF197	+	167	3090	1042	4299
ENSG00000140307	ENST00000396060	GTF2A2	-	182	330	1070	1582
ENSG00000140297	ENST00000396065	GCNT3	+	448	1317	3168	4933
ENSG00000132464	ENST00000396073	ENAM	+	281	3429	1969	5679
ENSG00000111716	ENST00000396076	LDHB	-	333	1005	200	1538
ENSG00000185219	ENST00000396077	ZNF445	-	348	3096	14855	18299
ENSG00000122557	ENST00000396081	HERPUD2	-	805	1221	1031	3057
ENSG00000166833	ENST00000396085	NAV2	+	361	7299	3340	11000
ENSG00000109205	ENST00000396094	ODAM	+	48	840	431	1319
ENSG00000124201	ENST00000396105	ZNFX1	-	247	5757	1367	7371
ENSG00000156170	ENST00000396124	NDUFAF6	+	23	1002	773	1798
ENSG00000179454	ENST00000396128	KLHL28	-	120	1716	4709	6545
ENSG00000152409	ENST00000396137	JMY	+	462	2967	5613	9042
ENSG00000196724	ENST00000396147	ZNF418	-	292	2031	1371	3694
ENSG00000122643	ENST00000396152	NT5C3A	-	303	894	591	1788
ENSG00000185104	ENST00000396153	FAF1	-	452	1953	4412	6817
ENSG00000083828	ENST00000396154	ZNF586	+	173	1209	781	2163
ENSG00000150527	ENST00000396158	CTAGE5	+	336	2430	929	3695
ENSG00000213762	ENST00000396161	ZNF134	+	310	1284	3320	4914
ENSG00000187094	ENST00000396169	CCK	-	906	348	273	1527
ENSG00000198563	ENST00000396172	DDX39B	-	631	1287	215	2133
ENSG00000154678	ENST00000396184	PDE1C	-	205	1905	6742	8852
ENSG00000151116	ENST00000396197	UEVLD	-	29	1416	2711	4156
ENSG00000008394	ENST00000396209	MGST1	+	143	468	368	979
ENSG00000103540	ENST00000396212	CCP110	+	436	2976	2137	5549
ENSG00000100300	ENST00000396265	TSPO	+	315	510	250	1075
ENSG00000179826	ENST00000396275	MRGPRX3	+	361	969	309	1639
ENSG00000111305	ENST00000396302	GSG1	-	199	858	571	1628
ENSG00000069974	ENST00000396307	RAB27A	-	252	666	2541	3459
ENSG00000106052	ENST00000396319	TAX1BP1	+	88	2370	434	2892
ENSG00000166415	ENST00000396328	WDR72	-	240	3309	3958	7507
ENSG00000104497	ENST00000396330	SNX16	-	507	1035	1910	3452
ENSG00000172936	ENST00000396334	MYD88	+	184	930	1736	2850
ENSG00000072864	ENST00000396355	NDE1	+	826	1008	2102	3936
ENSG00000110693	ENST00000396356	SOX6	-	78	2427	6360	8865
ENSG00000166783	ENST00000396368	KIAA0430	-	207	5229	2307	7743
ENSG00000139083	ENST00000396373	ETV6	+	274	1359	4356	5989
ENSG00000156968	ENST00000396385	MPV17L	+	119	591	327	1037
ENSG00000129084	ENST00000396394	PSMA1	-	397	792	316	1505
ENSG00000154330	ENST00000396396	PGM5	+	229	1704	1405	3338
ENSG00000198951	ENST00000396398	NAGA	-	533	1236	1925	3694
ENSG00000134551	ENST00000396400	PRH2	+	38	501	134	673
ENSG00000137869	ENST00000396402	CYP19A1	-	154	1512	2751	4417
ENSG00000198346	ENST00000396403	ZNF813	+	128	1854	4169	6151
ENSG00000196417	ENST00000396408	ZNF765	+	117	1572	2880	4569
ENSG00000179889	ENST00000396410	PDXDC1	+	97	2367	2057	4521
ENSG00000171033	ENST00000396418	PKIA	+	486	231	3446	4163
ENSG00000164749	ENST00000396423	HNF4G	+	124	1338	2747	4209
ENSG00000197497	ENST00000396424	ZNF665	-	90	2037	2032	4159
ENSG00000100167	ENST00000396426	SEPT3	+	255	1077	1254	2586
ENSG00000107863	ENST00000396432	ARHGAP21	-	487	5877	803	7167
ENSG00000138592	ENST00000396444	USP8	+	338	3357	15331	19026
ENSG00000213822	ENST00000396477	CEACAM18	+	21	1155	300	1476
ENSG00000197429	ENST00000396478	IPP	-	103	1755	1255	3113
ENSG00000183323	ENST00000396496	CCDC125	-	108	1536	2554	4198
ENSG00000050165	ENST00000396505	DKK3	-	239	1053	1358	2650
ENSG00000122299	ENST00000396516	ZC3H7A	-	198	2916	731	3845
ENSG00000170516	ENST00000396533	COX7B2	-	251	246	120	617
ENSG00000133805	ENST00000396553	AMPD3	+	134	2304	1242	3680
ENSG00000144645	ENST00000396556	OSBPL10	-	123	2295	4182	6600
ENSG00000166669	ENST00000396560	ATF7IP2	+	227	2049	1389	3665
ENSG00000183454	ENST00000396573	GRIN2A	-	310	4395	4630	9335
ENSG00000169031	ENST00000396578	COL4A3	+	162	5013	2922	8097
ENSG00000145740	ENST00000396591	SLC30A5	+	610	2298	1452	4360
ENSG00000153048	ENST00000396593	CARHSP1	-	360	444	2222	3026
ENSG00000104205	ENST00000396596	SGK3	+	260	1491	2439	4190
ENSG00000183044	ENST00000396600	ABAT	+	938	1503	3145	5586
ENSG00000166478	ENST00000396602	ZNF143	+	119	1917	911	2947
ENSG00000100473	ENST00000396618	COCH	+	56	1653	827	2536
ENSG00000147576	ENST00000396623	ADHFE1	+	31	1404	555	1990
ENSG00000081052	ENST00000396625	COL4A4	-	208	5073	4614	9895
ENSG00000170291	ENST00000396628	ELP5	+	217	951	255	1423
ENSG00000206503	ENST00000396634	HLA-A	+	341	1098	429	1868
ENSG00000179796	ENST00000396641	LRRC3B	+	592	780	324	1696
ENSG00000142937	ENST00000396651	RPS8	+	160	627	94	881
ENSG00000118900	ENST00000396658	UBN1	+	703	3405	2228	6336
ENSG00000171766	ENST00000396659	GATM	-	340	1272	985	2597
ENSG00000122644	ENST00000396663	ARL4A	+	532	603	2077	3212
ENSG00000106460	ENST00000396667	TMEM106B	+	322	825	11392	12539
ENSG00000151090	ENST00000396671	THRB	-	396	1386	5724	7506
ENSG00000123219	ENST00000396679	CENPK	-	215	810	709	1734
ENSG00000182247	ENST00000396703	UBE2E2	+	180	606	1962	2748
ENSG00000111669	ENST00000396705	TPI1	+	36	750	445	1231
ENSG00000136247	ENST00000396706	ZDHHC4	+	443	1035	464	1942
ENSG00000063169	ENST00000396720	GLTSCR1	+	194	4683	862	5739
ENSG00000166333	ENST00000396751	ILK	+	456	1359	259	2074
ENSG00000137101	ENST00000396757	CD72	-	165	1080	790	2035
ENSG00000175857	ENST00000396776	GAPT	+	462	474	2080	3016
ENSG00000213903	ENST00000396789	LTB4R	+	1725	1059	1326	4110
ENSG00000126746	ENST00000396801	ZNF384	-	208	1734	1066	3008
ENSG00000100211	ENST00000396811	CBY1	+	278	381	610	1269
ENSG00000019549	ENST00000396822	SNAI2	-	358	807	1039	2204
ENSG00000197296	ENST00000396825	FITM2	-	21	789	3787	4597
ENSG00000213923	ENST00000396832	CSNK1E	-	261	1251	1279	2791
ENSG00000144597	ENST00000396842	EAF1	+	425	807	3458	4690
ENSG00000140987	ENST00000396846	ZSCAN32	-	308	2094	771	3173
ENSG00000104814	ENST00000396857	MAP4K1	-	108	2466	79	2653
ENSG00000140993	ENST00000396862	TIGD7	-	1829	1650	133	3612
ENSG00000213928	ENST00000396864	IRF9	+	287	1182	369	1838
ENSG00000177058	ENST00000396865	SLC38A9	-	592	1686	649	2927
ENSG00000164638	ENST00000396872	SLC29A4	+	161	1593	3931	5685
ENSG00000085644	ENST00000396878	ZNF213	+	475	1380	1458	3313
ENSG00000100146	ENST00000396884	SOX10	-	283	1401	1195	2879
ENSG00000167604	ENST00000396901	NFKBID	-	574	942	318	1834
ENSG00000272968	ENST00000396904	RBAK-RBAKDN	+	92	342	332	766
ENSG00000167595	ENST00000396908	PROSER3	+	63	1443	643	2149
ENSG00000146587	ENST00000396912	RBAK	+	519	2145	3887	6551
ENSG00000163528	ENST00000396914	CHCHD4	-	182	429	794	1405
ENSG00000184697	ENST00000396925	CLDN6	-	429	663	647	1739
ENSG00000083168	ENST00000396930	KAT6A	-	544	6015	2726	9285
ENSG00000198286	ENST00000396946	CARD11	-	404	3465	497	4366
ENSG00000167332	ENST00000396950	OR51E2	-	240	963	1578	2781
ENSG00000180785	ENST00000396952	OR51E1	+	650	957	2005	3612
ENSG00000164172	ENST00000396954	MOCS2	-	678	567	540	1785
ENSG00000162076	ENST00000396958	FLYWCH2	+	380	423	233	1036
ENSG00000147118	ENST00000396965	ZNF182	-	351	1920	1315	3586
ENSG00000140265	ENST00000396976	ZSCAN29	-	135	2559	2901	5595
ENSG00000132388	ENST00000396981	UBE2G1	-	166	513	3295	3974
ENSG00000158669	ENST00000396987	GPAT4	+	927	1371	4000	6298
ENSG00000008323	ENST00000396988	PLEKHG6	+	230	2373	360	2963
ENSG00000100884	ENST00000397016	CPNE6	+	311	1674	250	2235
ENSG00000115232	ENST00000397033	ITGA4	+	430	3099	660	4189
ENSG00000074370	ENST00000397041	ATP2A3	-	128	3000	1547	4675
ENSG00000106268	ENST00000397049	NUDT1	+	99	471	144	714
ENSG00000196639	ENST00000397056	HRH1	+	191	1464	3056	4711
ENSG00000124564	ENST00000397060	SLC17A3	-	110	1497	445	2052
ENSG00000116044	ENST00000397062	NFE2L2	-	555	1818	480	2853
ENSG00000162063	ENST00000397066	CCNF	+	88	2361	1834	4283
ENSG00000167311	ENST00000397068	ART5	-	393	876	235	1504
ENSG00000157087	ENST00000397077	ATP2B2	-	576	3597	4791	8964
ENSG00000091428	ENST00000397081	RAPGEF4	+	143	3036	1120	4299
ENSG00000164850	ENST00000397092	GPER1	+	884	1128	959	2971
ENSG00000164849	ENST00000397095	GPR146	+	223	1002	744	1969
ENSG00000146540	ENST00000397098	C7orf50	-	927	585	619	2131
ENSG00000110619	ENST00000397111	CARS	-	246	2247	192	2685
ENSG00000092051	ENST00000397118	JPH4	-	903	1887	1596	4386
ENSG00000196109	ENST00000397121	ZNF676	-	318	1767	859	2944
ENSG00000127774	ENST00000397133	EMC6	+	240	333	189	762
ENSG00000123243	ENST00000397146	ITIH5	-	79	2828	3813	6720
ENSG00000122692	ENST00000397149	SMU1	-	51	1542	5529	7122
ENSG00000197124	ENST00000397165	ZNF682	-	161	1497	1587	3245
ENSG00000085788	ENST00000397166	DDHD2	+	525	2136	2260	4921
ENSG00000198879	ENST00000397167	SFMBT2	-	193	2685	5146	8024
ENSG00000130988	ENST00000397180	RGN	+	990	900	367	2257
ENSG00000007168	ENST00000397195	PAFAH1B1	+	451	1233	3813	5497
ENSG00000111186	ENST00000397196	WNT5B	+	232	1080	991	2303
ENSG00000100350	ENST00000397224	FOXRED2	-	94	2055	2818	4967
ENSG00000128309	ENST00000397225	MPST	+	915	894	307	2116
ENSG00000124795	ENST00000397239	DEK	-	448	1128	1851	3427
ENSG00000241553	ENST00000397261	ARPC4	+	564	507	1511	2582
ENSG00000254647	ENST00000397262	INS	-	233	333	73	639
ENSG00000168907	ENST00000397272	PLA2G4F	-	87	2550	2950	5587
ENSG00000214022	ENST00000397281	REPIN1	+	489	1704	1099	3292
ENSG00000137055	ENST00000397292	PLAA	-	418	2388	1428	4234
ENSG00000214026	ENST00000397298	MRPL23	+	85	462	189	736
ENSG00000243789	ENST00000397299	JMJD7	+	40	951	425	1416
ENSG00000107105	ENST00000397312	ELAVL2	-	275	1080	2450	3805
ENSG00000198125	ENST00000397326	MB	-	199	465	533	1197
ENSG00000185163	ENST00000397333	DDX51	-	39	2001	2678	4718
ENSG00000162039	ENST00000397344	MEIOB	-	195	1329	268	1792
ENSG00000063854	ENST00000397356	HAGH	-	407	927	1650	2984
ENSG00000147421	ENST00000397358	HMBOX1	+	704	1263	2115	4082
ENSG00000152611	ENST00000397367	CAPSL	-	127	627	250	1004
ENSG00000184545	ENST00000397374	DUSP8	-	128	1878	2474	4480
ENSG00000074071	ENST00000397375	MRPS34	-	36	657	331	1024
ENSG00000214063	ENST00000397404	TSPAN4	+	259	717	486	1462
ENSG00000011243	ENST00000397410	AKAP8L	-	131	1941	74	2146
ENSG00000007545	ENST00000397412	CRAMP1	+	99	3810	3863	7772
ENSG00000177697	ENST00000397420	CD151	+	249	762	637	1648
ENSG00000184459	ENST00000397452	BPIFC	-	111	1524	456	2091
ENSG00000188428	ENST00000397457	BLOC1S5	-	38	564	2082	2684
ENSG00000144619	ENST00000397461	CNTN4	+	384	3081	1733	5198
ENSG00000150551	ENST00000397463	LYPD1	-	273	426	1192	1891
ENSG00000172590	ENST00000397496	MRPL52	+	26	369	716	1111
ENSG00000120899	ENST00000397501	PTK2B	+	808	3030	881	4719
ENSG00000177042	ENST00000397510	TMEM80	+	181	651	262	1094
ENSG00000184708	ENST00000397525	EIF4ENIF1	-	224	2958	513	3695
ENSG00000126001	ENST00000397527	CEP250	+	720	7328	7642	15690
ENSG00000155465	ENST00000397532	SLC7A7	-	526	1536	385	2447
ENSG00000214097	ENST00000397537	SMCO1	-	157	645	1010	1812
ENSG00000214102	ENST00000397541	WEE2	+	406	1704	951	3061
ENSG00000141519	ENST00000397545	CCDC40	+	27	3429	838	4294
ENSG00000006459	ENST00000397560	KDM7A	-	98	2826	6348	9272
ENSG00000185507	ENST00000397566	IRF7	-	410	1551	90	2051
ENSG00000147862	ENST00000397575	NFIB	-	558	1686	625	2869
ENSG00000099849	ENST00000397583	RASSF7	+	433	1122	373	1928
ENSG00000153046	ENST00000397588	CDYL	+	349	1635	200	2184
ENSG00000171262	ENST00000397609	FAM98B	+	35	1302	3051	4388
ENSG00000127585	ENST00000397621	FBXL16	-	332	1440	1775	3547
ENSG00000146842	ENST00000397622	TMEM209	-	123	1686	1736	3545
ENSG00000070495	ENST00000397625	JMJD6	-	115	1212	276	1603
ENSG00000160310	ENST00000397637	PRMT2	+	954	1302	624	2880
ENSG00000257949	ENST00000397640	TEN1	+	298	372	324	994
ENSG00000133422	ENST00000397641	MORC2	-	409	3099	1673	5181
ENSG00000008441	ENST00000397661	NFIX	+	230	1326	1587	3143
ENSG00000214160	ENST00000397676	ALG3	-	31	1317	180	1528
ENSG00000147457	ENST00000397677	CHMP7	+	648	1362	1393	3403
ENSG00000160294	ENST00000397708	MCM3AP	-	255	5943	135	6333
ENSG00000186522	ENST00000397714	SEPT10	-	100	1296	1323	2719
ENSG00000160285	ENST00000397728	LSS	-	79	2199	2658	4936
ENSG00000242852	ENST00000397732	ZNF709	-	172	1926	2812	4910
ENSG00000197646	ENST00000397747	PDCD1LG2	+	248	822	1295	2365
ENSG00000105976	ENST00000397752	MET	+	200	4173	2262	6635
ENSG00000129472	ENST00000397762	RAB2B	-	101	651	2176	2928
ENSG00000214194	ENST00000397764	LINC00998	-	209	180	681	1070
ENSG00000182405	ENST00000397766	PGBD4	+	459	1758	4395	6612
ENSG00000100325	ENST00000397771	ASCC2	-	178	2274	371	2823
ENSG00000122490	ENST00000397778	PQLC1	-	183	816	1556	2555
ENSG00000108510	ENST00000397786	MED13	-	77	6525	3863	10465
ENSG00000134160	ENST00000397795	TRPM1	-	114	4812	761	5687
ENSG00000171812	ENST00000397799	COL8A2	-	225	2112	2333	4670
ENSG00000154134	ENST00000397801	ROBO3	+	192	4161	216	4569
ENSG00000168495	ENST00000397802	POLR3D	+	215	1197	4082	5494
ENSG00000173588	ENST00000397809	CEP83	-	550	2106	1117	3773
ENSG00000214212	ENST00000397820	C19orf38	+	107	693	423	1223
ENSG00000147010	ENST00000397821	SH3KBP1	-	291	1998	2442	4731
ENSG00000203690	ENST00000397829	TCP10	-	168	981	992	2141
ENSG00000214215	ENST00000397833	C12orf74	+	451	573	832	1856
ENSG00000196914	ENST00000397843	ARHGEF12	+	166	4635	4859	9660
ENSG00000160255	ENST00000397850	ITGB2	-	453	2310	415	3178
ENSG00000214226	ENST00000397861	C17orf67	-	1280	273	460	2013
ENSG00000197971	ENST00000397866	MBP	-	54	516	1575	2145
ENSG00000080608	ENST00000397885	PUM3	-	207	1947	167	2321
ENSG00000196872	ENST00000397899	KIAA1211L	-	332	2889	686	3907
ENSG00000131165	ENST00000397901	CHMP1A	-	257	591	1635	2483
ENSG00000100154	ENST00000397906	TTC28	-	142	7446	4207	11795
ENSG00000205439	ENST00000397907	KRTAP12-3	+	48	291	71	410
ENSG00000181143	ENST00000397910	MUC16	-	204	43524	88	43816
ENSG00000221837	ENST00000397911	KRTAP10-9	+	49	879	243	1171
ENSG00000142185	ENST00000397928	TRPM2	+	445	4512	1264	6221
ENSG00000169302	ENST00000397936	STK32A	+	333	1191	3869	5393
ENSG00000158806	ENST00000397940	NPM2	+	1015	645	214	1874
ENSG00000170677	ENST00000397942	SOCS6	+	316	1608	3924	5848
ENSG00000118492	ENST00000397944	ADGB	+	76	5004	245	5325
ENSG00000015171	ENST00000397962	ZMYND11	+	341	1809	2156	4306
ENSG00000129538	ENST00000397967	RNASE1	-	507	471	370	1348
ENSG00000081138	ENST00000397968	CDH7	+	426	2358	9447	12231
ENSG00000104613	ENST00000397977	INTS10	+	398	2133	273	2804
ENSG00000076984	ENST00000397979	MAP2K7	+	54	1260	2047	3361
ENSG00000166401	ENST00000397985	SERPINB8	+	256	1125	2096	3477
ENSG00000147113	ENST00000398000	CXorf36	-	75	1302	3278	4655
ENSG00000175782	ENST00000398004	SLC35E3	+	272	942	16577	17791
ENSG00000154928	ENST00000398015	EPHB1	+	370	2955	1347	4672
ENSG00000155974	ENST00000398016	GRIP1	-	69	3231	1588	4888
ENSG00000166396	ENST00000398019	SERPINB7	+	325	1143	735	2203
ENSG00000101337	ENST00000398022	TM9SF4	+	235	1929	1814	3978
ENSG00000078487	ENST00000398027	ZCWPW1	-	248	1947	161	2356
ENSG00000214290	ENST00000398035	COLCA2	+	758	465	191	1414
ENSG00000125388	ENST00000398052	GRK4	+	343	1737	122	2202
ENSG00000174206	ENST00000398055	C12orf66	-	54	1338	2759	4151
ENSG00000104760	ENST00000398056	FGL1	-	816	939	212	1967
ENSG00000160216	ENST00000398063	AGPAT3	+	492	1131	4144	5767
ENSG00000175215	ENST00000398073	CTDSP2	-	304	816	3675	4795
ENSG00000214309	ENST00000398075	MBLAC1	+	399	801	302	1502
ENSG00000272822	ENST00000398092	RP11-302B13.5	-	149	633	157	939
ENSG00000171791	ENST00000398117	BCL2	-	1462	720	5279	7461
ENSG00000152558	ENST00000398136	TMEM123	-	421	627	2531	3579
ENSG00000139547	ENST00000398138	RDH16	-	857	954	598	2409
ENSG00000100099	ENST00000398145	HPS4	-	617	2127	1753	4497
ENSG00000185304	ENST00000398146	RGPD2	-	223	5271	1437	6931
ENSG00000088247	ENST00000398148	KHSRP	-	93	2136	764	2993
ENSG00000111906	ENST00000398153	HDDC2	-	43	615	260	918
ENSG00000160200	ENST00000398165	CBS	-	260	1656	689	2605
ENSG00000101294	ENST00000398174	HM13	+	124	1281	2387	3792
ENSG00000175336	ENST00000398189	APOF	-	78	981	656	1715
ENSG00000160193	ENST00000398208	WDR4	-	60	1239	823	2122
ENSG00000206531	ENST00000398214	CD200R1L	-	226	816	254	1296
ENSG00000244752	ENST00000398215	CRYBB2	+	171	618	97	886
ENSG00000073969	ENST00000398238	NSF	+	107	2235	1641	3983
ENSG00000154359	ENST00000398246	LONRF1	-	70	2322	1202	3594
ENSG00000203805	ENST00000398250	PLPP4	+	352	816	353	1521
ENSG00000150672	ENST00000398309	DLG2	-	471	2613	4806	7890
ENSG00000099991	ENST00000398319	CABIN1	+	385	6663	432	7480
ENSG00000181513	ENST00000398322	ACBD4	+	458	918	610	1986
ENSG00000250021	ENST00000398333	C15orf38-AP3S2	-	47	1185	1207	2439
ENSG00000181544	ENST00000398334	FANCB	-	268	2580	160	3008
ENSG00000099977	ENST00000398344	DDT	-	170	357	186	713
ENSG00000161647	ENST00000398389	MPP3	-	166	1758	258	2182
ENSG00000163320	ENST00000398392	CGGBP1	-	1333	504	3461	5298
ENSG00000206538	ENST00000398399	VGLL3	-	364	981	9055	10400
ENSG00000101439	ENST00000398411	CST3	-	83	441	2762	3286
ENSG00000186452	ENST00000398458	TMPRSS12	+	32	1047	371	1450
ENSG00000214513	ENST00000398468	NOTO	+	409	756	1584	2749
ENSG00000198443	ENST00000398472	KRTAP4-1	-	488	441	312	1241
ENSG00000161813	ENST00000398473	LARP4	+	112	2175	4140	6427
ENSG00000127418	ENST00000398484	FGFRL1	+	580	1515	1544	3639
ENSG00000125813	ENST00000398485	PAX1	+	54	1605	1179	2838
ENSG00000113657	ENST00000398514	DPYSL3	-	372	1713	3224	5309
ENSG00000204571	ENST00000398530	KRTAP5-11	-	38	471	512	1021
ENSG00000204572	ENST00000398531	KRTAP5-10	+	25	609	542	1176
ENSG00000241233	ENST00000398534	KRTAP5-8	+	31	564	588	1183
ENSG00000244411	ENST00000398536	KRTAP5-7	+	34	498	876	1408
ENSG00000114541	ENST00000398540	FRMD4B	-	84	3105	1871	5060
ENSG00000172361	ENST00000398545	CFAP53	-	118	1545	188	1851
ENSG00000144747	ENST00000398559	TMF1	-	217	3282	3350	6849
ENSG00000083799	ENST00000398568	CYLD	+	300	2862	374	3536
ENSG00000115464	ENST00000398571	USP34	-	77	10641	639	11357
ENSG00000136167	ENST00000398576	LCP1	-	389	1884	1671	3944
ENSG00000253873	ENST00000398587	PCDHGA11	+	33	2808	1806	4647
ENSG00000254122	ENST00000398594	PCDHGB7	+	169	2790	1806	4765
ENSG00000157601	ENST00000398600	MX1	+	1025	1989	456	3470
ENSG00000084207	ENST00000398606	GSTP1	+	250	632	83	965
ENSG00000172748	ENST00000398612	ZNF596	+	370	1515	978	2863
ENSG00000177994	ENST00000398634	C2orf73	+	42	864	1015	1921
ENSG00000122852	ENST00000398636	SFTPA1	+	138	747	1327	2212
ENSG00000111371	ENST00000398637	SLC38A1	-	695	1464	5907	8066
ENSG00000249158	ENST00000398640	PCDHA11	+	858	2850	2407	6115
ENSG00000205456	ENST00000398664	TP53TG3D	+	635	375	1019	2029
ENSG00000104885	ENST00000398665	DOT1L	+	36	4614	2786	7436
ENSG00000151233	ENST00000398675	GXYLT1	-	233	1323	5941	7497
ENSG00000183632	ENST00000398682	TP53TG3	-	635	375	1021	2031
ENSG00000179526	ENST00000398712	SHARPIN	-	437	1164	164	1765
ENSG00000214645	ENST00000398726	AL162389.1	-	39	375	358	772
ENSG00000131508	ENST00000398733	UBE2D2	+	626	444	1632	2702
ENSG00000152234	ENST00000398752	ATP5A1	-	122	1662	4034	5818
ENSG00000137225	ENST00000398776	CAPN11	+	38	2220	470	2728
ENSG00000214686	ENST00000398780	IQCF6	-	60	324	62	446
ENSG00000100038	ENST00000398793	TOP3B	-	435	2589	83	3107
ENSG00000120659	ENST00000398795	TNFSF11	+	151	954	1094	2199
ENSG00000162241	ENST00000398802	SLC25A45	-	204	867	1215	2286
ENSG00000119471	ENST00000398805	HSDL2	+	227	1257	1866	3350
ENSG00000106070	ENST00000398812	GRB10	-	31	1785	2889	4705
ENSG00000140481	ENST00000398814	CCDC33	+	431	2268	88	2787
ENSG00000090238	ENST00000398838	YPEL3	-	214	360	361	935
ENSG00000113615	ENST00000398844	SEC24A	+	288	3282	2729	6299
ENSG00000168061	ENST00000398846	SAC3D1	+	389	1077	100	1566
ENSG00000139154	ENST00000398864	AEBP2	+	26	1554	3519	5099
ENSG00000184743	ENST00000398868	ATL3	-	277	1626	5232	7135
ENSG00000204839	ENST00000398882	MROH6	-	257	2160	1052	3469
ENSG00000214736	ENST00000398884	TOMM6	+	36	225	376	637
ENSG00000172046	ENST00000398888	USP19	-	319	3957	283	4559
ENSG00000137463	ENST00000398955	MGARP	-	180	723	436	1339
ENSG00000157540	ENST00000398960	DYRK1A	+	75	2292	55	2422
ENSG00000164074	ENST00000398965	ABHD18	+	318	1245	614	2177
ENSG00000197467	ENST00000398978	COL13A1	+	492	2154	447	3093
ENSG00000141068	ENST00000398988	KSR1	+	445	2289	4503	7237
ENSG00000172296	ENST00000399002	SPTLC3	+	274	1659	4236	6169
ENSG00000145723	ENST00000399004	GIN1	-	95	1569	1565	3229
ENSG00000182670	ENST00000399017	TTC3	+	2747	6078	1538	10363
ENSG00000141425	ENST00000399022	RPRD1A	-	172	939	3327	4438
ENSG00000121797	ENST00000399036	CCRL2	+	352	1035	409	1796
ENSG00000214819	ENST00000399044	CDRT15L2	+	20	846	182	1048
ENSG00000205629	ENST00000399069	LCMT1	+	155	1005	208	1368
