ENS_ID	Sym	scr.TNF.vs.veh.logR	RELA.TNF.vs.veh.logR	RELA.TNF.rep1vs3.logR	RELA.TNF.rep1vs2.logR	RELA.TNF.rep2vs3.logR
ENSG00000064419	TNPO3	-0.109	0.036	0.217	0.284	-0.067
ENSG00000182095	TNRC18	-0.139	0.637	1.094	1.484	-0.39
ENSG00000090905	TNRC6A	-0.218	0.345	0.694	0.894	-0.2
ENSG00000100354	TNRC6B	-0.335	0.139	0.377	0.52	-0.143
ENSG00000079308	TNS1	-0.13	1.067	1.349	1.966	-0.617
ENSG00000111077	TNS2	0.01	0.422	0.809	0.901	-0.092
ENSG00000141232	TOB1	-0.945	0.387	0.899	0.958	-0.059
ENSG00000183864	TOB2	-0.318	0.43	0.971	0.937	0.034
ENSG00000132773	TOE1	-0.314	-0.01	-0.162	-0.237	0.075
ENSG00000078902	TOLLIP	0.168	-0.068	0.137	0.283	-0.146
ENSG00000100284	TOM1	0.168	-0.219	-0.445	-0.418	-0.027
ENSG00000175662	TOM1L2	0.108	0.291	0.384	0.867	-0.483
ENSG00000173726	TOMM20	-0.115	-0.073	0.328	0.062	0.267
ENSG00000100216	TOMM22	-0.069	-0.158	-0.448	-0.134	-0.315
ENSG00000025772	TOMM34	0.084	-0.221	-0.214	-0.093	-0.122
ENSG00000130204	TOMM40	0.065	-0.054	-0.439	-0.353	-0.086
ENSG00000158882	TOMM40L	0.201	-0.144	-0.169	0.117	-0.286
ENSG00000175768	TOMM5	0.123	-0.205	-0.513	-0.098	-0.415
ENSG00000196683	TOMM7	-0.068	-0.311	-0.469	-0.395	-0.075
ENSG00000154174	TOMM70A	-0.132	-0.099	0.012	-0.283	0.295
ENSG00000198900	TOP1	0.063	1.003	1.373	1.526	-0.153
ENSG00000131747	TOP2A	-0.183	-0.238	0.032	0.295	-0.263
ENSG00000077097	TOP2B	0.005	0.298	0.705	0.271	0.433
ENSG00000177302	TOP3A	0.208	-0.184	-0.045	0.194	-0.238
ENSG00000163781	TOPBP1	-0.131	-0.175	0.216	-0.359	0.575
ENSG00000197579	TOPORS	-0.171	-0.062	0.463	0.051	0.412
ENSG00000235453	TOPORS-AS1	-0.454	-0.236	-0.348	0	-0.348
ENSG00000136827	TOR1A	0.025	-0.153	-0.271	-0.009	-0.261
ENSG00000143337	TOR1AIP1	-0.063	0.029	0.505	-0.106	0.612
ENSG00000169905	TOR1AIP2	-0.082	-0.031	-0.013	0.191	-0.203
ENSG00000136816	TOR1B	-0.032	-0.24	-0.024	-0.354	0.33
ENSG00000160404	TOR2A	0.017	-0.126	-0.353	-0.21	-0.143
ENSG00000186283	TOR3A	-0.045	-0.027	0.146	0.217	-0.071
ENSG00000124191	TOX2	0.06	0.467	0.95	1.052	-0.101
ENSG00000092203	TOX4	-0.088	0.318	0.272	0.384	-0.112
ENSG00000141510	TP53	0.203	0.71	0.374	1.169	-0.795
ENSG00000067369	TP53BP1	0.08	0.012	0.064	0.105	-0.041
ENSG00000143514	TP53BP2	0.795	0.525	0.37	-0.31	0.68
ENSG00000175274	TP53I11	0.256	0.779	0.678	1.467	-0.788
ENSG00000167543	TP53I13	0.196	-0.202	-0.077	-0.315	0.239
ENSG00000115129	TP53I3	0.088	-0.157	-0.408	-0.163	-0.245
ENSG00000164938	TP53INP1	-0.636	0.423	0.686	0.777	-0.091
ENSG00000078804	TP53INP2	0.218	1.712	1.451	2.117	-0.666
ENSG00000172315	TP53RK	0.333	-0.214	-0.433	-0.838	0.406
ENSG00000182165	TP53TG1	-0.116	-0.596	-0.846	-0.715	-0.132
ENSG00000227372	TP73-AS1	0.021	-0.045	-0.091	0.109	-0.2
ENSG00000146242	TPBG	0.778	0.303	0.3	-0.513	0.813
ENSG00000186815	TPCN1	0.009	0.404	0.897	0.974	-0.077
ENSG00000101150	TPD52L2	0.042	0.05	0.209	0.314	-0.104
ENSG00000141933	TPGS1	0.26	-0.636	-1.338	-2.184	0.847
ENSG00000134779	TPGS2	-0.042	-0.064	-0.706	-0.056	-0.65
ENSG00000111669	TPI1	0.082	-0.196	-0.643	-0.402	-0.241
ENSG00000140416	TPM1	0.235	-0.15	-0.655	-0.807	0.153
ENSG00000198467	TPM2	0.089	-0.446	-0.409	-0.641	0.232
ENSG00000143549	TPM3	-0.061	-0.323	-0.428	-0.671	0.243
ENSG00000241015	TPM3P9	-0.225	-0.19	0.22	-0.082	0.302
ENSG00000167460	TPM4	-0.116	-0.158	-0.268	-0.519	0.251
ENSG00000137364	TPMT	-0.141	-0.247	-0.132	-0.259	0.127
ENSG00000166340	TPP1	0.003	0.644	0.733	1.397	-0.664
ENSG00000134900	TPP2	-0.071	0.112	0.426	0.188	0.238
ENSG00000047410	TPR	0.664	0.608	1.612	0.235	1.377
ENSG00000163870	TPRA1	0.016	-0.181	-0.085	-0.025	-0.06
ENSG00000234076	TPRG1-AS1	-0.187	0.009	-0.578	-0.011	-0.567
ENSG00000158109	TPRG1L	-0.051	0.451	0.911	1.304	-0.393
ENSG00000144034	TPRKB	-0.381	-0.467	-0.523	-0.8	0.277
ENSG00000176058	TPRN	0.058	-0.335	-0.732	-0.215	-0.517
ENSG00000169902	TPST1	0.055	-0.152	-0.471	-0.652	0.18
ENSG00000128294	TPST2	0.081	-0.155	-0.498	-0.109	-0.388
ENSG00000133112	TPT1	-0.161	-0.188	-0.1	-0.17	0.07
ENSG00000088325	TPX2	0.04	-0.062	-0.09	-0.191	0.101
ENSG00000164548	TRA2A	-0.087	0.353	0.123	0.381	-0.258
ENSG00000136527	TRA2B	-0.068	-0.011	0.093	-0.009	0.102
ENSG00000170638	TRABD	0.355	0.119	-0.226	-0.128	-0.098
ENSG00000186854	TRABD2A	0.206	0.212	-0.094	0.437	-0.531
ENSG00000102871	TRADD	0.445	-0.332	-0.694	-1.029	0.334
ENSG00000056558	TRAF1	1.109	0.645	0.474	0.218	0.256
ENSG00000127191	TRAF2	0.439	-0.047	0.576	0.129	0.447
ENSG00000131323	TRAF3	0.183	0.073	0.124	0.349	-0.225
ENSG00000204104	TRAF3IP1	-0.119	0.107	0.036	0.163	-0.127
ENSG00000056972	TRAF3IP2	0.163	0.013	-0.692	-0.222	-0.47
ENSG00000076604	TRAF4	0.102	0.05	-0.751	-0.41	-0.342
ENSG00000175104	TRAF6	-0.181	-0.034	0.025	0.113	-0.088
ENSG00000131653	TRAF7	0.182	0.166	0.213	0.439	-0.226
ENSG00000135148	TRAFD1	0.074	0.01	-0.097	-0.162	0.064
ENSG00000182606	TRAK1	-0.006	0.229	0.359	0.745	-0.386
ENSG00000115993	TRAK2	-0.104	0.024	0.088	0.138	-0.05
ENSG00000067167	TRAM1	-0.295	0.01	0.177	-0.023	0.201
ENSG00000065308	TRAM2	-0.18	0.267	0.491	0.417	0.073
ENSG00000225791	TRAM2-AS1	-0.235	-0.261	-0.16	-0.452	0.291
ENSG00000126602	TRAP1	0.162	0.138	0.025	0.232	-0.207
ENSG00000170043	TRAPPC1	0.128	0.303	0.768	1.534	-0.767
ENSG00000160218	TRAPPC10	-0.046	0.002	-0.031	0.129	-0.16
ENSG00000168538	TRAPPC11	-0.057	-0.125	0.099	-0.212	0.311
ENSG00000171853	TRAPPC12	0.306	-0.097	0.037	-0.339	0.377
ENSG00000113597	TRAPPC13	0.1	-0.126	-0.299	-0.465	0.166
ENSG00000196459	TRAPPC2	-0.217	-0.171	-0.457	-0.084	-0.374
ENSG00000256060	TRAPPC2B	-0.096	-0.352	-0.087	-0.066	-0.021
ENSG00000167515	TRAPPC2L	0.085	-0.27	-0.456	-0.32	-0.135
ENSG00000054116	TRAPPC3	0.103	-0.278	-0.426	-0.377	-0.048
ENSG00000196655	TRAPPC4	-0.008	-0.176	-0.413	-0.29	-0.123
ENSG00000007255	TRAPPC6A	0.075	-0.188	-0.296	-0.402	0.106
ENSG00000182400	TRAPPC6B	-0.12	-0.123	-0.165	-0.04	-0.125
ENSG00000153339	TRAPPC8	-0.087	0.124	0.215	-0.1	0.315
ENSG00000167632	TRAPPC9	0.099	0.698	0.412	1.191	-0.779
ENSG00000211829	TRDC	0	-0.429	-0.672	-0.022	-0.65
ENSG00000095970	TREM2	0.304	-0.404	-0.992	-0.253	-0.738
ENSG00000072657	TRHDE	-0.161	0.096	0.029	0.228	-0.199
ENSG00000236333	TRHDE-AS1	-0.324	0.501	0.911	0.722	0.189
ENSG00000170855	TRIAP1	-0.073	-0.151	-0.465	-0.59	0.125
ENSG00000173334	TRIB1	1.026	1.1	-0.035	0.192	-0.227
ENSG00000071575	TRIB2	0.174	-0.023	0.276	0.22	0.056
ENSG00000101255	TRIB3	0.269	-0.168	-0.45	0.243	-0.694
ENSG00000204977	TRIM13	-0.265	-0.156	0.011	-0.171	0.182
ENSG00000221926	TRIM16	-0.011	-0.06	-0.853	-0.385	-0.468
ENSG00000108448	TRIM16L	0.02	-0.126	-0.751	-0.773	0.023
ENSG00000109654	TRIM2	-0.243	0.024	-0.132	-0.616	0.485
ENSG00000132109	TRIM21	0.07	-0.358	-0.773	-0.621	-0.152
ENSG00000132274	TRIM22	-0.018	-0.162	0.091	-0.502	0.593
ENSG00000113595	TRIM23	-0.258	0.101	0.038	-0.27	0.308
ENSG00000122779	TRIM24	-0.083	-0.175	-0.101	0.018	-0.119
ENSG00000121060	TRIM25	-0.047	0.733	0.783	0.919	-0.135
ENSG00000204713	TRIM27	0.048	-0.173	-0.267	-0.414	0.147
ENSG00000130726	TRIM28	0.134	0.069	0.432	0.282	0.15
ENSG00000110171	TRIM3	0.254	-0.214	-0.343	-0.343	0
ENSG00000119401	TRIM32	-0.174	-0.003	0.128	0.2	-0.072
ENSG00000197323	TRIM33	-0.066	0.127	0.047	-0.216	0.263
ENSG00000104228	TRIM35	0.067	-0.156	0.1	0.036	0.065
ENSG00000108395	TRIM37	0.049	-0.013	-0.042	-0.236	0.195
ENSG00000112343	TRIM38	0.018	-0.226	-0.067	0	-0.067
ENSG00000204599	TRIM39	0.062	-0.094	-0.439	-0.453	0.014
ENSG00000146833	TRIM4	-0.136	0.095	0.346	0.323	0.023
ENSG00000146063	TRIM41	0.094	-0.267	-0.392	-0.186	-0.206
ENSG00000166326	TRIM44	-0.047	-0.017	0.401	0.365	0.036
ENSG00000132256	TRIM5	-0.08	-0.168	-0.424	-0.131	-0.292
ENSG00000183718	TRIM52	-0.025	0.276	0.382	0.708	-0.326
ENSG00000248275	TRIM52-AS1	0.122	-0.388	-0.198	-0.72	0.522
ENSG00000169871	TRIM56	0	0.366	0.854	1.031	-0.177
ENSG00000183439	TRIM61	-0.548	-0.585	0.026	-0.075	0.101
ENSG00000141569	TRIM65	0.028	-0.218	-0.012	-0.273	0.261
ENSG00000167333	TRIM68	-0.017	-0.396	-0.092	0.01	-0.101
ENSG00000185880	TRIM69	0.065	-0.014	-0.4	-0.065	-0.335
ENSG00000171206	TRIM8	0.152	0.266	0.685	0.402	0.283
ENSG00000038382	TRIO	0.085	0.259	0.239	0.394	-0.156
ENSG00000100106	TRIOBP	0.175	-0.083	0.182	0.176	0.006
ENSG00000125733	TRIP10	0.32	0.047	-0.28	-0.547	0.267
ENSG00000100815	TRIP11	0.639	0.645	1.986	0.321	1.664
ENSG00000153827	TRIP12	-0.125	0.231	0.584	0.461	0.123
ENSG00000103671	TRIP4	-0.099	0.677	0.472	0.577	-0.105
ENSG00000087077	TRIP6	0.17	-0.03	-0.133	-0.091	-0.042
ENSG00000205133	TRIQK	-0.211	-0.243	0.04	-0.5	0.54
ENSG00000043514	TRIT1	0.22	-0.175	-0.073	-0.304	0.231
ENSG00000238648	TRI-TAT2-3	0.208	-0.161	-1.523	-2.036	0.513
ENSG00000104907	TRMT1	0.257	-0.259	-0.58	-0.496	-0.084
ENSG00000145331	TRMT10A	-0.157	-0.306	-0.054	-0.469	0.415
ENSG00000165275	TRMT10B	0.024	0.019	0.472	-0.064	0.536
ENSG00000174173	TRMT10C	-0.046	-0.099	-0.278	-0.558	0.281
ENSG00000066651	TRMT11	-0.185	-0.025	-0.174	-0.33	0.155
ENSG00000173113	TRMT112	0.089	-0.213	-0.4	-0.549	0.149
ENSG00000183665	TRMT12	0.053	-0.027	-0.36	-0.108	-0.252
ENSG00000122435	TRMT13	-0.066	-0.255	0.133	-0.109	0.242
ENSG00000121486	TRMT1L	-0.285	-0.201	0.068	-0.022	0.09
ENSG00000099899	TRMT2A	-0.03	-0.045	0.01	-0.106	0.116
ENSG00000188917	TRMT2B	0.153	0.069	-0.13	0.241	-0.371
ENSG00000155275	TRMT44	-0.059	-0.173	-0.32	-0.2	-0.12
ENSG00000126814	TRMT5	-0.214	-0.183	0.093	-0.038	0.131
ENSG00000089195	TRMT6	-0.557	0.011	0.713	0.044	0.669
ENSG00000166166	TRMT61A	0.273	-0.239	-0.378	-0.828	0.45
ENSG00000171103	TRMT61B	-0.061	0.035	0.127	0.06	0.067
ENSG00000100416	TRMU	0.044	-0.224	-0.461	-0.71	0.249
ENSG00000180098	TRNAU1AP	-0.021	-0.334	-0.735	-0.228	-0.507
ENSG00000253368	TRNP1	0.023	-0.159	-0.314	-1.394	1.08
ENSG00000072756	TRNT1	0.054	-0.021	0.609	0.149	0.459
ENSG00000067445	TRO	0.092	1.033	1.19	1.493	-0.303
ENSG00000116747	TROVE2	-0.094	-0.105	0.071	-0.267	0.338
ENSG00000144935	TRPC1	-0.147	-0.133	-1	-1.31	0.31
ENSG00000100991	TRPC4AP	-0.001	0.227	0.472	0.801	-0.329
ENSG00000092439	TRPM7	-0.05	0.135	0.233	-0.049	0.281
ENSG00000104447	TRPS1	-0.296	-0.086	0.06	0.199	-0.139
ENSG00000149743	TRPT1	0.118	-0.214	-0.483	0.14	-0.623
ENSG00000187688	TRPV2	-0.054	-0.235	-0.211	-0.344	0.134
ENSG00000196367	TRRAP	-0.044	1.206	1.367	1.741	-0.374
ENSG00000165832	TRUB1	-0.216	-0.016	-0.436	-0.759	0.323
ENSG00000167112	TRUB2	0.009	-0.224	-0.35	-0.029	-0.321
ENSG00000165699	TSC1	-0.179	-0.009	-0.158	0.168	-0.327
ENSG00000103197	TSC2	-0.054	0.423	0.79	1.185	-0.395
ENSG00000102804	TSC22D1	0.241	-0.06	0.04	0.194	-0.153
ENSG00000196428	TSC22D2	-0.306	0.413	0.931	0.781	0.15
ENSG00000157514	TSC22D3	-0.463	-0.437	0.201	0.216	-0.014
ENSG00000166925	TSC22D4	0.152	0.148	0.033	0.199	-0.166
ENSG00000198860	TSEN15	-0.335	-0.232	-0.323	-0.12	-0.203
ENSG00000154743	TSEN2	-0.055	-0.282	-0.656	-0.518	-0.138
ENSG00000170892	TSEN34	0.132	-0.128	-0.253	-0.327	0.074
ENSG00000182173	TSEN54	0.336	-0.503	-0.411	-0.541	0.13
ENSG00000123297	TSFM	0.028	-0.37	-0.636	-0.222	-0.413
ENSG00000074319	TSG101	-0.142	-0.042	-0.109	0.231	-0.34
ENSG00000179981	TSHZ1	-0.272	0.532	0.488	0.605	-0.117
ENSG00000182704	TSKU	-0.099	0.23	0.289	0.484	-0.194
ENSG00000211460	TSN	-0.193	-0.348	-0.327	-0.162	-0.164
ENSG00000171045	TSNARE1	0.224	-0.378	-0.126	-0.389	0.263
ENSG00000116918	TSNAX	-0.226	-0.079	-0.141	-0.694	0.554
ENSG00000106537	TSPAN13	-0.394	0.288	1.195	0.558	0.637
ENSG00000108219	TSPAN14	-0.025	0.457	0.624	1.23	-0.606
ENSG00000099282	TSPAN15	-0.018	-0.007	0.355	0.415	-0.06
ENSG00000048140	TSPAN17	-0.07	-0.059	0.02	0.109	-0.089
ENSG00000140391	TSPAN3	-0.094	-0.114	-0.33	-0.287	-0.043
ENSG00000135452	TSPAN31	-0.098	-0.024	-0.145	-0.077	-0.067
ENSG00000158457	TSPAN33	0.455	-0.201	-0.987	-0.594	-0.393
ENSG00000214063	TSPAN4	0.191	-0.306	-0.328	-0.292	-0.036
ENSG00000000003	TSPAN6	-0.29	-0.241	-0.647	-0.264	-0.383
ENSG00000011105	TSPAN9	0.098	-0.108	-0.503	-0.15	-0.353
ENSG00000100300	TSPO	0.238	-0.048	-0.251	0.017	-0.268
ENSG00000189241	TSPYL1	-0.203	-0.03	-0.121	0.149	-0.271
ENSG00000184205	TSPYL2	-0.366	-0.271	0.026	-0.43	0.456
ENSG00000187189	TSPYL4	-0.01	-0.139	0	-0.16	0.16
ENSG00000180543	TSPYL5	0.084	0.181	0.247	0.511	-0.264
ENSG00000167721	TSR1	-0.031	-0.137	-0.232	-0.28	0.048
ENSG00000158526	TSR2	-0.084	-0.132	-0.305	-0.173	-0.132
ENSG00000007520	TSR3	0.327	-0.376	-0.204	-0.705	0.501
ENSG00000032389	TSSC1	0.218	-0.346	-0.722	-0.31	-0.413
ENSG00000223756	TSSC2	0.223	0.021	-0.355	-0.044	-0.311
ENSG00000184281	TSSC4	0.402	-0.282	-0.705	-0.515	-0.19
ENSG00000128311	TST	0.147	-0.151	-0.002	0.248	-0.25
ENSG00000104522	TSTA3	0.135	-0.357	-0.391	-0.027	-0.364
ENSG00000136925	TSTD2	-0.085	0.34	0.187	0.198	-0.011
ENSG00000228439	TSTD3	-0.319	-0.068	-0.679	-1.029	0.35
ENSG00000128881	TTBK2	-0.133	0.108	0.052	0.026	0.026
ENSG00000113312	TTC1	-0.006	-0.422	-0.148	-0.427	0.28
ENSG00000149292	TTC12	0.068	-0.222	-0.394	-0.495	0.101
ENSG00000143643	TTC13	-0.05	-0.041	-0.025	0.09	-0.114
ENSG00000163728	TTC14	0.111	0.422	0.635	0.07	0.565
ENSG00000052841	TTC17	-0.062	-0.025	0.061	-0.119	0.18
ENSG00000011295	TTC19	-0.11	-0.149	-0.077	-0.166	0.088
ENSG00000123607	TTC21B	-0.153	0.023	0.29	0.089	0.201
ENSG00000103852	TTC23	0.025	-0.053	0.192	-0.066	0.257
ENSG00000105948	TTC26	-0.499	-0.415	-0.694	-0.447	-0.247
ENSG00000018699	TTC27	0.001	-0.078	-0.454	-0.508	0.055
ENSG00000100154	TTC28	-0.012	0.549	0.675	1.075	-0.4
ENSG00000182670	TTC3	0.037	0.376	0.776	0.428	0.348
ENSG00000115282	TTC31	-0.017	-0.006	0.27	0.115	0.155
ENSG00000183891	TTC32	-0.077	0.274	-0.043	-0.687	0.644
ENSG00000113638	TTC33	0.063	-0.179	-0.485	-0.678	0.193
ENSG00000198677	TTC37	-0.046	0.121	0.391	-0.096	0.487
ENSG00000075234	TTC38	0.022	-0.05	-0.098	0.138	-0.235
ENSG00000155158	TTC39B	-0.168	-0.018	-0.172	0.109	-0.281
ENSG00000168234	TTC39C	-0.023	-0.232	-0.391	-0.059	-0.332
ENSG00000136319	TTC5	0.124	-0.28	-0.204	-0.043	-0.16
ENSG00000068724	TTC7A	0.177	0.085	0.266	-0.139	0.405
ENSG00000165914	TTC7B	0.038	0.108	-0.166	0.386	-0.552
ENSG00000165533	TTC8	-0.135	-0.176	0.103	-0.175	0.279
ENSG00000162222	TTC9C	-0.26	-0.235	-0.401	-0.058	-0.344
ENSG00000125482	TTF1	0.07	0.216	-0.018	-0.255	0.237
ENSG00000116830	TTF2	0.19	-0.138	0	-0.066	0.066
ENSG00000101407	TTI1	0.073	-0.113	-0.312	-0.07	-0.242
ENSG00000129696	TTI2	-0.118	-0.33	-0.291	0.221	-0.512
ENSG00000114999	TTL	0.05	-0.134	-0.052	0.02	-0.072
ENSG00000100271	TTLL1	-0.251	-0.184	-1.008	-0.506	-0.502
ENSG00000175764	TTLL11	0.652	-0.188	-0.498	-0.764	0.266
ENSG00000100304	TTLL12	0.154	0.042	0.064	0.169	-0.105
ENSG00000119685	TTLL5	-0.143	-0.15	0.152	0.256	-0.104
ENSG00000137941	TTLL7	-0.086	-0.152	0	-0.149	0.149
ENSG00000124120	TTPAL	-0.064	0.385	0.434	0.32	0.114
ENSG00000176728	TTTY14	0.125	-0.199	-0.694	-0.758	0.063
ENSG00000233864	TTTY15	0.029	-0.266	-0.442	0.183	-0.625
ENSG00000136295	TTYH3	0.236	1.247	1.377	2.042	-0.665
ENSG00000166402	TUB	-0.125	0.015	0.204	0.662	-0.457
ENSG00000167552	TUBA1A	-0.084	-0.211	-1.227	-0.31	-0.916
ENSG00000123416	TUBA1B	0.112	-0.173	-0.273	0.284	-0.558
ENSG00000167553	TUBA1C	0.033	-0.078	-0.216	0.196	-0.412
ENSG00000137267	TUBB2A	-0.068	0.097	-0.05	0.207	-0.257
ENSG00000188229	TUBB4B	0.136	0.309	0.708	0.873	-0.165
ENSG00000176014	TUBB6	0.211	-0.088	0.239	0.176	0.064
ENSG00000108423	TUBD1	-0.27	-0.179	-0.327	-0.541	0.213
ENSG00000074935	TUBE1	0.034	-0.041	-0.484	-0.567	0.084
ENSG00000131462	TUBG1	-0.054	0.014	-0.115	0.476	-0.591
ENSG00000037042	TUBG2	-0.021	-0.12	-0.02	-0.117	0.097
ENSG00000130640	TUBGCP2	0.107	0.044	-0.248	-0.083	-0.164
ENSG00000126216	TUBGCP3	0.049	0.345	0.467	0.353	0.113
ENSG00000137822	TUBGCP4	-0.08	0.316	0.391	0.727	-0.336
ENSG00000275835	TUBGCP5	0.016	-0.091	0.033	-0.122	0.156
ENSG00000128159	TUBGCP6	0.242	0.321	0.544	0.339	0.205
ENSG00000178952	TUFM	0.142	-0.032	-0.073	0.148	-0.22
ENSG00000253352	TUG1	-0.184	0.709	0.927	1.02	-0.093
ENSG00000078246	TULP3	-0.011	-0.195	-0.357	-0.229	-0.128
ENSG00000130338	TULP4	-0.051	-0.017	0.152	0.468	-0.317
ENSG00000198680	TUSC1	0.031	-0.573	-0.629	-0.721	0.092
ENSG00000114383	TUSC2	0.062	-0.407	-0.936	-0.968	0.033
ENSG00000104723	TUSC3	-0.029	-0.216	-1.138	-0.915	-0.223
ENSG00000184811	TUSC5	-0.025	0.047	0.425	0.605	-0.18
ENSG00000171928	TVP23B	-0.172	-0.373	-0.729	-0.846	0.117
ENSG00000151239	TWF1	-0.272	-0.074	-0.123	-0.574	0.451
ENSG00000247596	TWF2	0.205	-0.108	0.395	0.402	-0.007
ENSG00000122691	TWIST1	0.9	0.403	0.658	0.073	0.585
ENSG00000233608	TWIST2	0.219	-0.127	-0.247	-0.238	-0.009
ENSG00000105849	TWISTNB	0.074	0.003	-0.055	-0.512	0.457
ENSG00000128791	TWSG1	-0.116	0.087	0.285	-0.349	0.634
ENSG00000084652	TXLNA	0.04	0.064	-0.01	0.009	-0.018
ENSG00000086712	TXLNG	-0.053	0.119	0.429	0.282	0.147
ENSG00000131002	TXLNGY	-0.028	0.125	0.662	-0.186	0.848
ENSG00000136810	TXN	-0.075	-0.248	-0.282	-0.73	0.449
ENSG00000100348	TXN2	0.198	0.248	0.148	0.548	-0.4
ENSG00000153066	TXNDC11	-0.008	0.146	0.194	0.485	-0.291
ENSG00000117862	TXNDC12	-0.001	-0.344	-0.251	-0.329	0.078
ENSG00000113621	TXNDC15	0.156	-0.277	-0.373	-0.19	-0.183
ENSG00000087301	TXNDC16	-0.109	0.263	0.595	0.476	0.12
ENSG00000129235	TXNDC17	-0.064	-0.349	-0.81	-0.656	-0.154
ENSG00000239264	TXNDC5	0.112	-0.015	-0.779	-1.337	0.558
ENSG00000115514	TXNDC9	-0.021	-0.296	-0.123	-0.662	0.538
ENSG00000265972	TXNIP	-1.125	-0.477	0.27	-0.477	0.748
ENSG00000091164	TXNL1	-0.137	-0.152	-0.307	-0.195	-0.111
ENSG00000141759	TXNL4A	-0.124	-0.31	-0.498	-0.726	0.228
ENSG00000140830	TXNL4B	-0.104	-0.412	-0.709	-0.222	-0.487
ENSG00000198431	TXNRD1	-0.237	-0.103	-0.159	-0.579	0.42
ENSG00000184470	TXNRD2	0.321	0.091	-0.097	-0.17	0.073
ENSG00000197763	TXNRD3	-0.128	-0.362	-0.476	-0.271	-0.205
ENSG00000105397	TYK2	0.445	0.205	0.274	0.352	-0.077
ENSG00000025708	TYMP	0.425	-0.012	-0.106	-0.432	0.326
ENSG00000176890	TYMS	-0.139	0.362	0.049	0.69	-0.641
ENSG00000176912	TYMSOS	-0.249	-0.227	-1.049	-0.919	-0.13
ENSG00000092445	TYRO3	0.191	-0.135	-0.217	0.149	-0.366
ENSG00000156521	TYSND1	0.108	-0.257	-0.199	-0.332	0.134
ENSG00000198874	TYW1	0.089	-0.23	-0.079	-0.037	-0.042
ENSG00000277149	TYW1B	-0.024	-0.166	-0.306	-0.848	0.542
ENSG00000162623	TYW3	-0.064	-0.2	-0.216	-0.377	0.161
ENSG00000063244	U2AF2	-0.007	0.055	0.234	0.039	0.195
ENSG00000163714	U2SURP	0.021	-0.078	0.45	-0.498	0.949
ENSG00000117143	UAP1	0.161	0.198	0	-0.526	0.526
ENSG00000197355	UAP1L1	-0.053	-0.043	0.22	0.139	0.082
ENSG00000130985	UBA1	0.007	0.126	0.446	0.55	-0.104
ENSG00000126261	UBA2	-0.156	-0.182	0.041	-0.332	0.373
ENSG00000144744	UBA3	-0.144	-0.221	-0.101	-0.343	0.242
ENSG00000081307	UBA5	-0.192	0.047	0.461	0.37	0.091
ENSG00000221983	UBA52	-0.044	-0.209	-0.311	0.032	-0.343
ENSG00000033178	UBA6	-0.208	-0.022	0.052	-0.301	0.353
ENSG00000182179	UBA7	0.088	-0.183	-0.238	-0.074	-0.164
ENSG00000130560	UBAC1	0.181	-0.243	-0.234	-0.241	0.007
ENSG00000134882	UBAC2	-0.04	0.132	0.484	0.455	0.029
ENSG00000228889	UBAC2-AS1	-0.093	-0.415	-0.215	0.149	-0.364
ENSG00000185262	UBALD2	-0.29	-0.064	0.487	0.171	0.316
ENSG00000165006	UBAP1	-0.169	0.237	0.467	0.445	0.022
ENSG00000137073	UBAP2	0.105	0.097	-0.528	-0.203	-0.325
ENSG00000143569	UBAP2L	-0.091	0.375	0.592	0.778	-0.187
ENSG00000154127	UBASH3B	0.088	0.117	-0.584	-0.068	-0.516
ENSG00000170315	UBB	0.135	-0.226	-0.638	-0.207	-0.431
ENSG00000150991	UBC	0.108	-0.023	-0.029	-0.161	0.132
ENSG00000077721	UBE2A	-0.175	0.326	0.484	0.655	-0.171
ENSG00000119048	UBE2B	-0.487	0.823	0.971	0.805	0.165
ENSG00000072401	UBE2D1	-0.133	0.049	-0.122	-0.741	0.618
ENSG00000131508	UBE2D2	-0.101	-0.183	-0.281	-0.336	0.056
ENSG00000109332	UBE2D3	-0.192	-0.113	-0.253	-0.238	-0.015
ENSG00000078967	UBE2D4	0.044	-0.017	0.098	0.243	-0.145
ENSG00000170142	UBE2E1	-0.217	-0.196	-0.151	-0.111	-0.04
ENSG00000182247	UBE2E2	-0.073	-0.354	-0.416	-0.137	-0.279
ENSG00000170035	UBE2E3	-0.234	0.081	0.4	0.278	0.122
ENSG00000184182	UBE2F	-0.023	-0.353	-0.84	-0.388	-0.452
ENSG00000132388	UBE2G1	-0.225	-0.006	0.164	-0.048	0.212
ENSG00000184787	UBE2G2	-0.018	-0.024	0.093	0.152	-0.059
ENSG00000186591	UBE2H	-0.225	0.167	0.415	0.535	-0.12
ENSG00000103275	UBE2I	-0.194	0.359	0.167	0.338	-0.172
ENSG00000198833	UBE2J1	-0.303	-0.157	0.13	-0.079	0.209
ENSG00000160087	UBE2J2	-0.045	-0.079	0.072	0.134	-0.061
ENSG00000078140	UBE2K	-0.319	0.431	0.774	0.976	-0.202
ENSG00000185651	UBE2L3	-0.171	-0.213	-0.334	-0.05	-0.284
ENSG00000156587	UBE2L6	0	-0.119	-1.15	-0.472	-0.678
ENSG00000130725	UBE2M	0.008	-0.081	0.022	-0.119	0.141
ENSG00000177889	UBE2N	-0.101	-0.277	-0.344	-0.295	-0.049
ENSG00000175931	UBE2O	-0.224	0.343	0.731	0.771	-0.04
